molecule_chembl_id,canonical_smiles,murcko_fragment,problem_type,strategy,train_test,drop_intermediate,pIC50,bioactivity_class
CHEMBL284771,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)C(=O)c1cccc2ccccc12,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCNCCc5cccc6ccccc65,classification,random,train,True,6.1249387366083,active
CHEMBL295605,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O)C(C)C,N1CCCC1,classification,random,train,True,4.552841968657781,inactive
CHEMBL286124,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCNC5CC5,classification,random,test,True,6.376750709602099,active
CHEMBL285686,CCCC(NC(=O)[C@@H]1C[C@@H](OC(=O)N2CCc3ccccc3C2)CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)c1ccccc1,n1ccnc(c1)CNCCNCCN2CC(OCN3Cc4ccccc4CC3)CC2CNCCCc5ccccc5,classification,random,test,True,7.585026652029182,active
CHEMBL306027,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)O,N1CCCC1,classification,random,train,True,4.769551078621726,inactive
CHEMBL310738,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(F)(F)F,N1CCCC1,classification,random,train,True,4.657577319177793,inactive
CHEMBL320324,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,C1CCCC1,classification,random,train,True,6.42021640338319,active
CHEMBL323980,CC(C)C[C@H](NC(=O)[C@H](O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,c1ccccc1,classification,random,train,True,4.552841968657781,inactive
CHEMBL325232,CC(C)C[C@H](NC(=O)C(CCC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CS)C(=O)NCc1ccccc1,c1ccccc1,classification,random,train,True,3.6989700043360183,inactive
CHEMBL324117,COC(=O)c1cccc(CCNC(=O)C(CS)NC(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)OCC(C)C)c1,c1ccccc1,classification,random,train,True,4.6020599913279625,inactive
