algorithm,drop_intermediate,file_size_kb,fingerprint,strategy,target,train_inference_time_ns,train_mae,train_pearson,train_r2,train_rmse,test_inference_time_ns,test_mae,test_pearson,test_r2,test_rmse,cv_best_mean_score,cv_split_0,cv_split_1,cv_split_2,estimator__C,estimator__algorithm,estimator__coef0,estimator__degree,estimator__early_stopping,estimator__gamma,estimator__l2_regularization,estimator__leaf_size,estimator__learning_rate,estimator__max_depth,estimator__max_features,estimator__max_iter,estimator__min_samples_leaf,estimator__min_samples_split,estimator__n_estimators,estimator__n_iter_no_change,estimator__n_jobs,estimator__n_neighbors,estimator__oob_score,estimator__p,estimator__random_state,estimator__shrinking,estimator__warm_start,estimator__weights,selectpercentile__percentile,variancethreshold__threshold
knn,False,32613.4091796875,CDK,stratified,homosapiens_bace1,2393037033,0.5105169334689333,0.8533277609539567,0.727053040224012,0.7057600230156142,619357152,0.49753614499775334,0.8725628638248207,0.7601186782600625,0.6717970369398838,0.5986654025429199,0.594994624969469,0.585902987944922,0.6150985947143686,,auto,,,,,,40.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,90,0.15999999999999998
rf,False,129297.1923828125,CDK,strict,homosapiens_bace1,544009398,0.3791296139108231,0.9224228981778972,0.8394196487128321,0.5414663674305784,180891652,0.39889479430479635,0.9134533216319763,0.8236376019892863,0.574652435405576,0.6422169499301041,0.6219090274121337,0.6665500574020251,0.6381917649761537,,,,,,,,,,20,sqrt,,1.0,4.0,500.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,11333.7900390625,CDK,strict,homosapiens_bace1,235006234,0.3681813991895898,0.9142296634413619,0.8346545851679646,0.5494413774996786,84825768,0.39141971948225573,0.9007874769455801,0.8107499124372823,0.5952786388710637,0.6578461801996386,0.6383288023360323,0.6754586451258761,0.6597510931370074,,,,,True,,0.1,,0.01,20,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,31816.10546875,CDK,strict,homosapiens_bace1,19199788928,0.2749995494278222,0.9265466516126688,0.8580671920187881,0.5090573140617016,4433279633,0.28646487040342594,0.9185065026524899,0.8436452338435615,0.5410754335719086,0.6624158608610072,0.6386605497916269,0.6902218156798617,0.6583652171115328,10.0,,0.5,2.0,,0.005,,,,,,,,,,,,,,,,False,,,80,0.08999999999999998
dt,False,265.6845703125,CDK,strict,homosapiens_bace1,30840746,0.624369023997504,0.786289231078553,0.6170864986774316,0.8361335002258162,11407746,0.6707826059959842,0.7635236798673593,0.5810657951793554,0.8856765872702775,0.4446805245383154,0.42916142782505706,0.46182618210698956,0.44305396368289973,,,,,,,,,,10,sqrt,,4.0,2.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,32956.5576171875,CDK,strict,homosapiens_bace1,850052375,0.5206662961929328,0.846499331051015,0.7161452073829374,0.719902032817889,399139013,0.5686173617395417,0.8204163471963877,0.6713350975157434,0.7844746579135798,0.6116207515236166,0.5858808889536056,0.6324603385037811,0.6165210271134632,,brute,,,,,,30.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,90,0.15999999999999998
rf,False,30954.01171875,CDKgraphonly,random,homosapiens_bace1,153655680,0.4003723506226751,0.9100139898028498,0.8218933601779147,0.5691930856682208,54779773,0.4139890478802925,0.9114192042459566,0.8226615652253643,0.5809822696974435,0.6090121863762143,0.6002470961742948,0.6122257140235692,0.6145637489307791,,,,,,,,,,20,sqrt,,1.0,3.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,10011.8984375,CDKgraphonly,random,homosapiens_bace1,223635211,0.44969615037411287,0.8868160002490736,0.785542269966611,0.6245833648794699,74634775,0.4691051595107809,0.8856318842500797,0.7829431546613335,0.6427590301455374,0.6242458086361484,0.6270942685404488,0.619333060829806,0.6263100965381905,,,,,True,,0.01,,0.01,50,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,14841.109375,CDKgraphonly,random,homosapiens_bace1,7754279086,0.3630823402228063,0.8976661413879709,0.8051675367375528,0.5953196549104849,1940723769,0.38566236518291636,0.8879335848496851,0.7875095023155689,0.6359620494694198,0.6177080620494199,0.619816142805397,0.6096801638905831,0.6236278794522794,10.0,,0.0,3.0,,0.01,,,,,,,,,,,,,,,,True,,,80,0.08999999999999998
dt,False,416.9736328125,CDKgraphonly,random,homosapiens_bace1,18258528,0.5155802752594242,0.8439190017584035,0.7105333612520045,0.7256359985005457,8696766,0.5268863746849386,0.8471729718285802,0.7171576017333143,0.7337256453680177,0.43493265982839957,0.46945001361208927,0.42534241260101946,0.41000555327209,,,,,,,,,,20,sqrt,,2.0,4.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,19048.0107421875,CDKgraphonly,random,homosapiens_bace1,626307597,0.5396505800264968,0.8382212953426139,0.7021186985034257,0.736107397196712,434924911,0.568722786386215,0.832604538182752,0.6918192656742741,0.7658860975264424,0.5505911360558496,0.5447669017070613,0.541313579552295,0.5656929269081927,,auto,,,,,,20.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,305084.0126953125,CDKgraphonly,stratified,homosapiens_bace1,1315223773,0.40067734698525376,0.9117931520059428,0.8240796773096295,0.5665991653747925,470659755,0.3976759560844515,0.9191464332452439,0.8348817158849033,0.5573621218292634,0.6090295364727439,0.5980306840416394,0.6072236790158929,0.6218342463606994,,,,,,,,,,20,sqrt,,1.0,3.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,6516.529296875,CDKgraphonly,stratified,homosapiens_bace1,204248083,0.48796617056180214,0.8730643596031871,0.7595632317442811,0.6623970122980865,55451107,0.47945452886388973,0.8857620304492565,0.7795455666321252,0.6440198982073625,0.6167052243976602,0.5993299999460702,0.6212867451039443,0.6294989281429659,,,,,True,,0.01,,0.01,None,,10000.0,32.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,18371.70703125,CDKgraphonly,stratified,homosapiens_bace1,10928054503,0.33864082299001275,0.9042081632891658,0.816956238852635,0.5779568154830858,2737966145,0.33342055346759847,0.914540111846869,0.8358438055322296,0.5557359672026513,0.6169922218706,0.5974871121575388,0.6203867379340948,0.6331028155201666,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,320.3486328125,CDKgraphonly,stratified,homosapiens_bace1,18172525,0.6080975299340078,0.7985061766116995,0.6369519779666086,0.8139541868354364,8377787,0.6103875270882738,0.8108997177044494,0.6575351806257445,0.8026899943211242,0.42992288045231614,0.42681208844905816,0.41314141046958985,0.44981514243830045,,,,,,,,,,20,sqrt,,4.0,2.0,,,,,,,22.0,,,,90,0.08999999999999998
knn,False,38262.3251953125,CDKgraphonly,stratified,homosapiens_bace1,2687811347,0.48876274876849884,0.8624487390233708,0.7431399207583249,0.6846462441885601,788209642,0.48918899678312466,0.8672430894702042,0.7507606910716739,0.6847753784900501,0.5413174741096229,0.5250985953817667,0.5326589910302385,0.5661948359168635,,ball_tree,,,,,,30.0,,,,,,,,,-1.0,3.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,248206.4033203125,CDKgraphonly,strict,homosapiens_bace1,956584160,0.4284034913499142,0.9032964622886592,0.8046206047924849,0.5972616981455788,346719430,0.4560371587235228,0.8934245768581409,0.788626135213301,0.6291118968781226,0.6083529359520685,0.5983791569826089,0.6256887488550413,0.6009909020185553,,,,,,,,,,20,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,7834.17578125,CDKgraphonly,strict,homosapiens_bace1,150943460,0.4797812522699115,0.8765517855953006,0.7654654750574397,0.6543779781782918,55559476,0.5167682034384322,0.8590999555762594,0.7360728043459352,0.7029821951883951,0.615291645630583,0.6028551807101067,0.6322015280433172,0.6108182281383252,,,,,True,,0.01,,0.01,None,,10000.0,32.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,18724.32421875,CDKgraphonly,strict,homosapiens_bace1,9796737810,0.34412904246154885,0.900676509115438,0.8108323617902005,0.5876905469177036,2347640151,0.368465362044209,0.8883868699681706,0.7889215281848572,0.628672154235394,0.6044752671551097,0.590964561873105,0.6159927173966038,0.6064685221956203,10.0,,0.0,2.0,,0.01,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,320.9111328125,CDKgraphonly,strict,homosapiens_bace1,16696342,0.6267100041733592,0.7760078498528925,0.6000571668779242,0.8545239584767531,7908246,0.66436430427108,0.7615561156170455,0.5746543156746181,0.892428167346969,0.4275477319726016,0.41226938620600817,0.4337173267339196,0.43665648297787696,,,,,,,,,,20,sqrt,,4.0,2.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,17151.4482421875,CDKgraphonly,strict,homosapiens_bace1,708226689,0.5628829558697065,0.8231005202237439,0.6767281206975421,0.7682618155337708,265464608,0.6081369959020774,0.8010233961348158,0.6402858946481973,0.8206934889916866,0.5475188588703924,0.5362750737867776,0.5601976663962757,0.5460838364281237,,brute,,,,,,50.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,80,0.08999999999999998
rf,False,279561.4951171875,KlekotaRothCount,random,homosapiens_bace1,1315813172,0.37657686026519044,0.9206582047496213,0.8415997070751222,0.5356162432023991,470923476,0.40134973524137557,0.9181046923191869,0.8345595255555365,0.5657103080940645,0.6406895591885919,0.6303727267843922,0.6491853059763321,0.6425106448050517,,,,,,,,,,None,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,9623.154296875,KlekotaRothCount,random,homosapiens_bace1,186190386,0.413109107875361,0.9021502582123174,0.8120436444701294,0.5834508227317545,83749320,0.44123491970015544,0.8995599018017122,0.8064070021969232,0.6119529481107661,0.6410682372805502,0.6378751287235804,0.6429139588547828,0.6424156242632872,,,,,True,,0.01,,0.01,None,,10000.0,8.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,11026.8623046875,KlekotaRothCount,random,homosapiens_bace1,5981304745,0.3644234859247855,0.8977365161452417,0.8043782057081119,0.5952293915252114,1502739887,0.389813730917767,0.8883890028954703,0.7875588919727783,0.641050860999747,0.6321495528320562,0.6234369730043158,0.6400348483577081,0.6329768371341449,10.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,398.181640625,KlekotaRothCount,random,homosapiens_bace1,26943452,0.5520551647885801,0.8276982353588559,0.684327438865189,0.7561259893365346,20548582,0.5826548634516323,0.8189033661956663,0.6697947060995822,0.7992179414615326,0.48761960974352325,0.4838817787856128,0.48228445591809466,0.4966925945268622,,,,,,,,,,30,sqrt,,4.0,4.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,10167.4912109375,KlekotaRothCount,random,homosapiens_bace1,1140096602,0.5153282399027136,0.8497523158075708,0.7217519695361538,0.7098912093747546,297817661,0.5371167626587138,0.843922705584674,0.7113615910585847,0.7472230663169198,0.5797105777347703,0.5787310860022263,0.5859251435711225,0.5744755036309623,,auto,,,,,,50.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,80,0.08999999999999998
rf,False,274279.31640625,KlekotaRothCount,stratified,homosapiens_bace1,1285079610,0.3822860776904274,0.9192555881946558,0.8380348176060695,0.5455088817318491,462341270,0.3687276560081295,0.9276863918962663,0.852552630462323,0.5199619072497336,0.6342147064195903,0.6290733399164978,0.6276239765849674,0.6459468027573056,,,,,,,,,,30,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,11287.1416015625,KlekotaRothCount,stratified,homosapiens_bace1,234926075,0.43585872776886875,0.8943809347656498,0.7986305192028627,0.6082579850020913,101406475,0.42791494043771505,0.9041319457267651,0.8142531397687551,0.5835979453685246,0.6340040509700394,0.6385328866259536,0.6251122482353053,0.6383670180488594,,,,,True,,0.1,,0.01,20,,10000.0,32.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,10995.7373046875,KlekotaRothCount,stratified,homosapiens_bace1,6560186729,0.37238214620121807,0.8932335460257084,0.7959715200028611,0.6122607100431402,1612360289,0.3570579265773024,0.9059805444113889,0.8175895147882276,0.5783329183996947,0.6198798357109173,0.6098763050136136,0.6174652324645672,0.6322979696545714,10.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,388.203125,KlekotaRothCount,stratified,homosapiens_bace1,25541070,0.5779335035866533,0.8170913674390875,0.6670078542051048,0.7821823084539805,20242094,0.5503107484003046,0.8368456779948238,0.7002189901913192,0.7414042523701483,0.477907193834475,0.47545553510270644,0.4826330431909417,0.47563300320977686,,,,,,,,,,20,sqrt,,4.0,2.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,12498.7275390625,KlekotaRothCount,stratified,homosapiens_bace1,1532172027,0.5193239219264425,0.8478306206051073,0.7177333759326188,0.7201463408057136,390349775,0.49667893874081664,0.8630497377327127,0.7434867634032443,0.6858164592884283,0.565060397628218,0.5561125866640757,0.5624494571305253,0.576619149090053,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,284185.9296875,KlekotaRothCount,strict,homosapiens_bace1,993997776,0.39085923937717665,0.91557418221361,0.8298851431128891,0.5573556282892203,351419183,0.4031779762214227,0.9151951274932518,0.8292590019638726,0.5654199941706898,0.6428563974669537,0.6298673754019783,0.6634549766199196,0.6352468403789632,,,,,,,,,,None,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,8585.072265625,KlekotaRothCount,strict,homosapiens_bace1,207970592,0.47587383619823054,0.8793752589774486,0.7711468314587298,0.6464571360743503,83558730,0.5054657641058927,0.8729754890435707,0.7590656821175066,0.6716632489378656,0.6503474777966715,0.6382873083079639,0.6660175883646338,0.6467375367174165,,,,,True,,0.0,,0.01,20,,10000.0,64.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,10971.873046875,KlekotaRothCount,strict,homosapiens_bace1,7114119899,0.3738536320379584,0.8907478377407725,0.7924090998655817,0.6156947140409417,1700767933,0.40056790520056546,0.8820637641031841,0.776969326541668,0.6462261853500231,0.633397679345355,0.6255028948734762,0.652054514353732,0.6226356288088567,10.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,396.46875,KlekotaRothCount,strict,homosapiens_bace1,26991075,0.5744589943887448,0.8147817867459191,0.6634434564956684,0.783953472928038,20910431,0.6106356751338122,0.7962517636270334,0.6302741461714609,0.8320360895606771,0.4801038118552761,0.46079313995530147,0.5090871605674285,0.4704311350430984,,,,,,,,,,20,sqrt,,4.0,8.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,12630.0908203125,KlekotaRothCount,strict,homosapiens_bace1,1468456131,0.5294655771313975,0.8392607102512593,0.7038350006707024,0.7354076364191299,369334301,0.5683941340493098,0.8228850253205277,0.6742511161809543,0.780986851165531,0.5823101519978631,0.5697565629498414,0.6047709206784223,0.5724029723653254,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,240610.8564453125,KlekotaRoth,random,homosapiens_bace1,1203340261,0.43035031972304394,0.9008324797766917,0.8049715138601982,0.5943260600940651,415893540,0.45204506617084333,0.8981574470237967,0.7980428812554502,0.6250327761418873,0.6306834661617573,0.6189089981175004,0.6363229045991929,0.6368184957685785,,,,,,,,,,20,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,10316.3349609375,KlekotaRoth,random,homosapiens_bace1,182512227,0.46290704318097525,0.8811335747991953,0.775207648226363,0.6380673382912445,343291666,0.491889263663057,0.8756766452761533,0.7649132128565934,0.6743530392983652,0.6288778834010716,0.6314641832217023,0.6261957683005354,0.6289736986809772,,,,,True,,0.01,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,7853.61328125,KlekotaRoth,random,homosapiens_bace1,5564167260,0.4239522443872951,0.8746687057364833,0.7643168659047483,0.653341132840538,1385902392,0.4562093253024892,0.8616237550370426,0.7410809317928146,0.7077098277898047,0.6226109940130924,0.6145272037491688,0.6368313810789006,0.6164743972112079,100.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,410.9248046875,KlekotaRoth,random,homosapiens_bace1,24549717,0.5116018407873941,0.8494105381074323,0.7205131029956975,0.7114698076399733,20397220,0.5551743556405526,0.8363214041727696,0.6985316134968278,0.7636495446883302,0.5017351616473952,0.5354034605249407,0.5083886750247929,0.46141334939245193,,,,,,,,,,30,None,,4.0,4.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,8716.7197265625,KlekotaRoth,random,homosapiens_bace1,950637042,0.516450305134971,0.8506105852230578,0.7234283217613628,0.7077495490962067,252416289,0.5441028689958922,0.8422780265571965,0.7087211448921686,0.7506330604757055,0.5853437107237085,0.5810319023144237,0.5904069683784336,0.5845922614782681,,auto,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,239137.9658203125,KlekotaRoth,stratified,homosapiens_bace1,1189166120,0.4357539215680618,0.9007062857870711,0.8036904773315864,0.60056729373946,427086763,0.426454575880378,0.908840692156665,0.8167980447646338,0.5795862392325206,0.6194623311505304,0.6186877301377539,0.6102318913584219,0.6294673719554152,,,,,,,,,,20,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,12317.4404296875,KlekotaRoth,stratified,homosapiens_bace1,216106469,0.4577528533924198,0.8849869169105269,0.7821025608819868,0.6327280046488993,94523521,0.4508899449952359,0.8911667891541701,0.7918747026638039,0.6177538335932925,0.6150970037274405,0.6229845721186222,0.6038216536910381,0.6184847853726609,,,,,True,,0.1,,0.01,10,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,7882.859375,KlekotaRoth,stratified,homosapiens_bace1,5255765392,0.4310674460345165,0.8702524740950007,0.7557698071965707,0.6698702182270441,1345262445,0.42175597890058686,0.8804087838689064,0.7728742766303961,0.6453364196684636,0.6136214032242256,0.6149354960533412,0.6005182479625002,0.6254104656568353,100.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,False,,,100,0.08999999999999998
dt,False,388.9794921875,KlekotaRoth,stratified,homosapiens_bace1,22403430,0.5545089125833742,0.8273326040697133,0.6838925597485767,0.7620936671773099,20473174,0.5508703029244549,0.8288366529481314,0.6863306217416685,0.7583838483800925,0.48189144842604775,0.4745284959624858,0.4613616155435315,0.5097842337721261,,,,,,,,,,30,None,,4.0,2.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,11718.3544921875,KlekotaRoth,stratified,homosapiens_bace1,1511201758,0.5280211265367263,0.8455801608698654,0.7137101209851509,0.7252604435941569,401586649,0.5066624651645041,0.8599851255913287,0.7373906632517221,0.693917907097788,0.5702322521112533,0.5652445327080049,0.5640289796126638,0.5814232440130911,,kd_tree,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,244744.9189453125,KlekotaRoth,strict,homosapiens_bace1,853085784,0.44480276727632057,0.8952171458210733,0.7933203749814223,0.6143418503919229,307010092,0.46136141817496523,0.8871411032648111,0.7811388073200658,0.6401572003846836,0.6320437441255186,0.6219621071691532,0.6511893875147405,0.6229797376926621,,,,,,,,,,20,sqrt,,1.0,4.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,8812.79296875,KlekotaRoth,strict,homosapiens_bace1,191907367,0.4870416274900362,0.8726716412255142,0.7593304383756553,0.6629363799822384,75651181,0.5010799968622648,0.8659660134172785,0.7473841763607559,0.6877530568888839,0.6346318100987927,0.629300120383012,0.6512589617086235,0.6233363482047426,,,,,True,,0.01,,0.01,20,,10000.0,16.0,,,100.0,,,,,22.0,,True,,100,0.08999999999999998
svm,False,7813.67578125,KlekotaRoth,strict,homosapiens_bace1,5621958013,0.4401376000052261,0.8677237881219417,0.7522291164121155,0.6726457519914864,1265403325,0.45969748687193573,0.8546353566869853,0.7288003454326315,0.7126016440071793,0.6245643431057885,0.6124195161682284,0.6478052909215934,0.6134682222275436,100.0,,0.0,2.0,,0.005,,,,,,,,,,,,,,,,True,,,100,0.08999999999999998
dt,False,386.7138671875,KlekotaRoth,strict,homosapiens_bace1,22114007,0.5581080117285031,0.8211115216051561,0.6731433411337139,0.7725737315634996,20489842,0.6066337994903802,0.7849094233684453,0.6094564901270938,0.8551394978869925,0.49984440059149926,0.48683418515456367,0.5080965360789904,0.5046024805409437,,,,,,,,,,20,None,,4.0,2.0,,,,,,,22.0,,,,80,0.15999999999999998
knn,False,9438.2412109375,KlekotaRoth,strict,homosapiens_bace1,1180331658,0.539243117655288,0.8383518267058832,0.7022480971051355,0.7373752252662812,350518621,0.5709098872034779,0.818630122424045,0.6670871469308807,0.7895279977237531,0.590139563287824,0.5765066681681352,0.6101354858479853,0.5837765358473515,,kd_tree,,,,,,40.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,68617.6533203125,MACCS,random,homosapiens_bace1,470149708,0.4292494143906178,0.9013556834499612,0.807310307109427,0.5907517150362762,156822732,0.4615744953204743,0.8957809669872115,0.7954004556866681,0.6291084809886285,0.622819464657737,0.6195814903281984,0.6234865777590799,0.6253903258859325,,,,,,,,,,20,None,,1.0,8.0,500.0,,,,True,,22.0,,True,,90,0.08999999999999998
hgb,False,10193.9462890625,MACCS,random,homosapiens_bace1,174211515,0.4633041769212058,0.8847798359801616,0.7805176925884951,0.6304860871306158,63962112,0.500883559145347,0.8759800507564353,0.7643841021922624,0.6751114971590879,0.618644542877473,0.613628052953449,0.6232166224489948,0.619088953229975,,,,,True,,0.1,,0.01,50,,99999999.0,8.0,,,100.0,,,,,22.0,,True,,80,0.08999999999999998
svm,False,4339.8876953125,MACCS,random,homosapiens_bace1,2717142383,0.41786692307765444,0.8771736580571307,0.7683442281445947,0.6477349209555425,678332983,0.45934523605639477,0.8597411090080248,0.7376560910677741,0.7123750517083962,0.5806768411229302,0.5806467042534296,0.5843080534370099,0.577075765678351,100.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,,False,,,90,0.08999999999999998
dt,False,328.1865234375,MACCS,random,homosapiens_bace1,5525638,0.49811119388840935,0.8570048083487584,0.7333922181519019,0.6948837562758116,2878814,0.5473011240598662,0.8424353039625799,0.7074140054278041,0.7523154410488614,0.47856336846581793,0.49456738791701815,0.4604960220328168,0.4806266954476188,,,,,,,,,,None,None,,4.0,4.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,6066.4267578125,MACCS,random,homosapiens_bace1,1392141878,0.5183549343212892,0.8503530612402929,0.7223516279612339,0.709125845742119,362124506,0.5544048651299371,0.838338219942653,0.7005041412679092,0.7611471396536418,0.5897197371885942,0.5901017995023179,0.5822732789637286,0.5967841330997361,,ball_tree,,,,,,10.0,,,,,,,,,-1.0,5.0,,1.0,,,,uniform,100,0.08999999999999998
rf,False,135888.6494140625,MACCS,stratified,homosapiens_bace1,941065752,0.43441372507080567,0.8998744235407292,0.8039588491736063,0.6001566400139546,296076211,0.43147107370089316,0.9023070969842678,0.8076577115066816,0.5938686545270975,0.6190198639200326,0.6195190913272728,0.6160203192958327,0.6215201811369925,,,,,,,,,,20,None,,1.0,8.0,1000.0,,,,True,,22.0,,True,,80,0.08999999999999998
hgb,False,14010.7353515625,MACCS,stratified,homosapiens_bace1,463200896,0.46237373748214117,0.8805400351490049,0.7746689164941671,0.6434303558624033,91387554,0.46294801970681093,0.8847082025563642,0.7811804465409674,0.6334262793467346,0.6163733399725634,0.6213888830760365,0.6153732765060174,0.6123578603356361,,,,,True,,0.01,,0.01,20,,99999999.0,32.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,4012.7783203125,MACCS,stratified,homosapiens_bace1,2157914523,0.4586048356221948,0.8589149511467694,0.7358372576390156,0.6966694652709476,548407461,0.4541060976421205,0.8666998710549043,0.7489634079859868,0.6784557519347183,0.5870367693512418,0.5817611762851951,0.5922020263874167,0.5871471053811139,100.0,,0.1,4.0,,0.01,,,,,,,,,,,,,,,,True,,,80,0.08999999999999998
dt,False,330.1640625,MACCS,stratified,homosapiens_bace1,5444010,0.5096752444476327,0.8542154801377184,0.7285653835031249,0.706193328364423,2819419,0.4928032526995717,0.8682177949245046,0.7532265795108485,0.672670224065588,0.48046762836460183,0.46594467216551794,0.4759422875340048,0.4995159253942826,,,,,,,,,,20,None,,4.0,3.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,4713.833984375,MACCS,stratified,homosapiens_bace1,58377720,0.5271943025183553,0.8451065391259021,0.712311312090331,0.7270300914971801,15565752,0.5138055913529327,0.8541816605583915,0.7276794274249635,0.7066319001448488,0.5692931387388396,0.5651665792041194,0.575144692282245,0.5675681447301543,,auto,,,,,,50.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,14473.51953125,MACCS,strict,homosapiens_bace1,73717134,0.4382351773761973,0.8972280670703735,0.7992338374403637,0.6054893768966062,25028253,0.45319127955729616,0.892823789480409,0.7919252912795094,0.6241829502665311,0.6268929214261555,0.6159378323242211,0.6368679507263018,0.6278729812279435,,,,,,,,,,20,None,,1.0,8.0,100.0,,,,True,,22.0,,True,,100,0.08999999999999998
hgb,False,9749.3037109375,MACCS,strict,homosapiens_bace1,146180742,0.48460904591468995,0.8725816376370029,0.7599439069892664,0.6620909258366162,57069633,0.4921879161904225,0.869541723838379,0.7551809527641657,0.6770564124355264,0.6329139217291916,0.6186040501553778,0.6478621591071115,0.6322755559250854,,,,,True,,0.01,,0.01,50,,99999999.0,16.0,,,100.0,,,,,22.0,,True,,90,0.08999999999999998
svm,False,4339.6728515625,MACCS,strict,homosapiens_bace1,2588939806,0.4339326833077632,0.8686643502580312,0.7529955744195418,0.6716045601466761,621345303,0.47623277142872156,0.8479456027956842,0.7176393476001197,0.7271170731770104,0.5867844324660577,0.5673654758641082,0.6068321508430055,0.5861556706910596,100.0,,0.1,2.0,,0.01,,,,,,,,,,,,,,,,False,,,90,0.08999999999999998
dt,False,329.578125,MACCS,strict,homosapiens_bace1,5250726,0.5219507837149979,0.8415998860613078,0.705445559015585,0.7334053209371302,2754055,0.553125069804211,0.8325264895932012,0.6882619239801806,0.7640067213439433,0.4739955661636393,0.4201626259997291,0.4993680060011678,0.5024560664900211,,,,,,,,,,20,None,,4.0,3.0,,,,,,,22.0,,,,80,0.08999999999999998
knn,False,5093.56640625,MACCS,strict,homosapiens_bace1,1091604380,0.5443678789336953,0.8354665381250823,0.6967908447662926,0.7441019184334923,292773947,0.5756811504242284,0.8186136731733542,0.668830315456204,0.787458256853151,0.5802413590587675,0.5698218331492226,0.5929445895732409,0.5779576544538386,,kd_tree,,,,,,30.0,,,,,,,,,-1.0,5.0,,2.0,,,,uniform,90,0.08999999999999998
rf,False,139160.8232421875,PubChem,random,homosapiens_bace1,1059224646,0.4129478714634307,0.9059737877508409,0.815959031993572,0.5773418018411431,346694639,0.4417620477577701,0.90231534254038,0.8062453282364552,0.6122084227673231,0.6282956760376017,0.6096176428062723,0.6341148301327189,0.641154555173814,,,,,,,,,,20,None,,1.0,8.0,1000.0,,,,True,,22.0,,True,,100,0.08999999999999998
